Name,Comment,Time,Likes,Reply Count
ณรงค์ฤทธิ์ พึ่งวงศ์,😱😱มีเรื่องผีนางรำตอนรําวง,2021-06-12T09:51:55Z,0,0
Graham Stanier,ขอบคุณนะค่ะ,2021-06-11T20:43:47Z,1,0
💜Jew✨,หนูอยู่ขอนเเก่นกับแม่พอพี่เล่าขนลุกเลย,2021-06-11T07:46:38Z,0,0
rong Tata,ฟังในTikTok ตามมาฟังในยูทูป ชอบทุกเรื่องค่ะทำต่อเรื่อยๆนะค่ะ,2021-06-11T04:56:54Z,3,0
Jg Gidigd,ทำไมฉันหลอนไก่😑😅,2021-06-10T09:27:26Z,0,0
ยุทธการ แก้วคําศรี,สะพานขาว...ไม่ว่าใครไปลองของโดนทุกราย..เด็กขอนแก่น,2021-06-09T10:17:12Z,0,0
คนบ้านนา,ชวนให้น่าหลอน ขนลุก น่าฟัง,2021-06-08T08:43:36Z,0,0
Ball koob,ผมอยู่ ป.6 ที่ขอนแก่นไม่รู้ว่าจะไปต่อไหนตอน ม. ฟังแล้วไม่กล้าไปเลย,2021-06-06T08:32:43Z,2,1
Ball koob,กลัว555,2021-06-06T08:34:14Z,0,
ESR10🔴⚪,ต้อนที่4ถ้าเจอแบบชนิดสบตากันปิ๊งๆขนาดนั้นคงจะหัวใจวายตายคาลิฟท์ไปแล้วล่ะครับผม555,2021-06-05T17:31:19Z,0,0
ชลทาน แซ่จอหอ,😊😀😁😂😃😄😅😆😇😉😯😐😑😕😠😬😡😢😴😮😣😤😥😦😧😨😩😰😟😱😲😳😵😶😷😞😒😍😛😜😝😋😗😙😘😚😎😭😌😖😔😪😏😓😫🙋🙌🙍🙅🙆🙇🙎🙏,2021-06-04T20:47:22Z,0,0
Gimannmim,ฉันผู้เรียนอยู่ ม.ขอนแก่น,2021-06-04T08:29:11Z,0,1
Sura Wetchakit,จริงรึ,2021-06-04T14:56:24Z,0,
ฐิติวรดา พรรคทิง,หนุอยุ่ขอนแก่น,2021-06-04T06:39:52Z,1,0
ผมรัก110iคับ,คุณยายสปีดยุหาดใหญ่คับ,2021-06-04T06:09:54Z,0,1
Aekkarat Earth,"ผมอยู่หาดใหญ่เคยได้ยินเหมือนกัน ข้าฃโรตัส วัดโคกนาว ใช่ไหมครับ 
เค้าน้าจะเป็นญาติ กันครับ",2022-06-24T07:38:30Z,0,
ธนภัทร  นิคร,เรื่องจิงคับ,2021-06-02T03:03:58Z,1,0
~หล่อ~,เเม่ผมอยู่ขอนแก่น,2021-05-29T10:55:04Z,2,0
สนั่น. หลีนายน้ํา,เรืองที7. จะคลายกับเรือง คุยยายสปีด ของหาดใหญ่เลยอะ,2021-05-29T05:14:09Z,1,1
Lunar journey,ใช่คิดว่าเป็นของ มอ หาดใหญ่มากกว่า 20 ปีแล้ว,2021-05-31T20:47:10Z,0,
PunTwin,แจ๋วเลยเจอตอนจะย้ายเข้าไปเรียน555,2021-05-28T08:34:13Z,0,0
matthaw,ผมอยู่ขอนแก่น,2021-05-26T04:40:47Z,0,0
PHANIDA KHAMDEE,ญาติเรียนอยู่ ม.คอนเเก่น,2021-05-25T10:32:09Z,0,0
วราพร เจริญศรี To,หนูอยากไปเรียนที่ม.นี้มากกแต่พอฟังแล้วรู้สึกไม่อยากเรียนสะแล้ว,2021-05-25T05:20:46Z,0,0
น้ําทิพย์ ศิริทาทับ,เคยขับผ่านนะค่ะโคจรน่ากลัวววว,2021-05-24T02:59:30Z,0,0
AN BN,😨😨😨😨,2021-05-22T07:31:23Z,0,0
AN BN,น่ากลัวมากกกก,2021-05-22T07:30:20Z,0,0
gamemerfour Tv,ผมอยู่ขอนแก่น,2021-05-22T03:36:44Z,0,0
ชัยวัฒน์ ปัดทุมมา,ผีมันไม่มีหรอครับ สิ่งที่หน้ากลัวใน มข.คือร้านเหล้าเยอะมาก ยาดองก็เยอะ กินเมาแล้วไม่ลุกไปเรียน ทำให้เรียนไม่จบคือสิ่งที่น่ากลัวที่สุด ถ้าไปเรียน มข.ซ้อมคอรอได้เลย โดยเฉพาะ 2 คณะแรกของมอ จากKKU47,2021-05-21T14:24:46Z,6,2
Thongchai Vejkulthamrong,KKU47 ยังห่างกันเยอะนะ KKU40,2022-05-29T09:40:25Z,0,
game noy,กินได้ ต้องไปเรียนได้ ครับ. เมาจนจบ 55555,2021-12-01T02:59:51Z,2,
Apitsada Noey,ไก่ไปไส้ตรงไมหรอคะ,2021-05-21T08:34:44Z,0,0
Apitsada Noey,ทำไมพี่เอา,2021-05-21T08:34:26Z,0,0
killer FF,Me and my Brother,2021-05-21T08:29:02Z,0,0
__ pp_y,โรงเรียนผมเคยเป็นป่าช้า,2021-05-19T04:04:14Z,0,0
Klakiat Kaewket,หนูอยากไป มข.มาก เพราะเค้าบอกผู้หล่อ ถุ้ย!!!ไม่ใช่ น้าหนูเรียนจบที่นั่นค่าาา,2021-05-18T07:19:11Z,0,0
kanyakorn,กั้นหายใจแม่บอกให้กั้นเราก็กั้น,2021-05-17T02:41:54Z,1,0
kanyakorn,แม่เป็นคนขอนแก่นแม่ถามว่าขึ้นมหาลัยไปม.ขอนแก่นไหม55ไม่ไปล่ะ,2021-05-17T02:40:11Z,1,0
Aniz K,คิดถึง มข จัง,2021-05-15T11:56:45Z,0,0
นานงนาง นางนาง,ไม่อยากอยู่เลยค่ะ,2021-05-13T13:20:47Z,0,0
jxdk,น้าพี่น้องของหนูอยู่ขอนแก่น,2021-05-13T01:07:10Z,0,0
TON CH,สวัสดีชาวครึ่งจอ,2021-05-11T10:43:55Z,1,0
TON CH,OMG,2021-05-11T10:43:26Z,1,0
Sorawit Chitaree,อยู่มา 6 ปี ไม่มีเรื่องผีอะไรเลย มีแต่สาวสวยๆ,2021-05-11T02:11:24Z,0,0
กันติชา 'า,กูผู้ที่อยากเรียนมหาลัยขอนแก่นมากกกกก,2021-05-10T00:42:50Z,0,0
Nutthaporn Channel,"เรื่องน่ากลัวมีจริงๆครับ อย่างหอใน หอ ชาย 5 เพื่อนจะได้ยินเสียงลากโซ่ เดิน ตอนกลางคืนเลย เพราะที่นั่นตรงลานประหารเก่า

แต่ถ้ารอบๆ สะพานขาว ใน มข เดี๋ยวนี้ไม่น่ากลัวแล้ว แต่ถ้าดึกๆ ก็วังเวง 

ปล. ถ้าใครไปเรียนที่นั่น จะรัก และคิดถึงสุดๆ เลยครับ",2021-05-06T16:29:53Z,1,0
เหมียว   kato,โหดูเเล้วหลอน😱,2021-05-05T02:52:34Z,1,0
เครป ครับ,ม. ขอนแก่น ม.ที่หนูจะไปต่อ,2021-05-04T08:00:36Z,0,0
Piyathida Chanbua,กูกะว่าเรียนจบจะไปต่อที่นั้นเอิ่ม...กูจะไปต่อไหนฃะทีนี้,2021-05-04T06:38:23Z,0,0
แก๊งM.T,อยู่ขอนแก่น,2021-05-02T09:14:59Z,0,0
นิพักตร์ ละออกอ,ขอep.ต่อไปได้ไหม่ฮับ,2021-04-29T02:23:13Z,1,0
Welayuht Klomkliaw,ศิษย์เก่า มข.ค่ะ❤️❤️❤️❤️,2021-04-27T11:41:14Z,0,0
ต้นไม้,โรงพยาบาลที่สี่นักขะรินเป็นที่รู้จักกันเลยครับแต่ยายผมอยู่โราบาลนิ😷,2021-04-26T13:47:35Z,0,0
FahJuSom,อยู่มา 3 ปียังไม่เจองับ  ปัจจุบันคนเยอะสัญจรตลอดงับ สถานที่ต่างๆถูกปรับปรุงให้ดีขึ้นเส้นทางสัญจรหลักไฟก็สว่างดีงับ  สะพานขาวเลือกที่จะไม่ขับผ่านก็ได้เพราะเป็นเเค่ทางย่อย,2021-04-24T11:59:40Z,3,1
สราวุฒิ ประสงค์สุข,เป็น ร.ป.ภ.อยู่ 5 ปี  เข้าเวรกะดึกตรวจตรายังไม่เคยเจอเลย,2021-10-08T12:36:21Z,0,
Nam Fon,น้ากอนเกีนไป ลอนดี,2021-04-24T03:51:29Z,0,0
ggg3092,ฉันอยู่ขอนแก่น,2021-04-24T03:42:04Z,0,0
โอโรจิมารุ 5555,ผมเป็นคน​ขอนแก่น,2021-04-22T10:41:25Z,1,0
Phanangpha Phalawong,สะพานขาวน่ากลัวนะเคยไปมาละ,2021-04-22T06:22:39Z,1,0
ผู้คุม แดน9,เห้อออเราเป็นคนขอนแก่น,2021-04-21T07:09:00Z,0,0
กฤตัชญ์ น้อยกอ,ผมหลอนไก่ข้างๆพี่มาก,2021-04-20T02:12:28Z,0,0
Big Big Pongsakron,คุณยายสปีดอยู่หาดใหญ่ จ.สงขลา  คัฟพี่,2021-04-19T09:44:37Z,0,0
Wisteria,เพิ่งจบมา ทางไปหอต้องผ่านสะพานขาว สมัยปีหนึ่งยังไม่กล้าขับรถ เคยเดินกลับหอตอนตีสามตีสี่กับเมท แรกๆที่ผ่านสะพานขาวคือกลัวมาก มันหลอนๆ แต่อยู่ไปอยู่มาก็ค้นพบว่ามันไม่มีอะไร หรือไม่มีเซ้นส์ก็ไม่รู้นะ 55555 แล้วเอาดีๆคือมันสวยนะ และ....ตอนปีสี่นี่อยู่หอเก้าหลังนะ ไม่เคยเจออะไรเลย 55555,2021-04-19T05:01:29Z,4,0
GD TV,ฟลิ์มเพื่อนผมเคยซื้อของที่ขอนเเก่นก็   เพื่อนผมเจอดีลบหลู่ครับ,2021-04-14T06:24:03Z,0,0
รัญจวน มากแก้ว,ขอนครศรีธรรมราชหน่อยค่ะ,2021-04-13T15:12:29Z,0,0
BlackFunger,เอาาแล้ว ผมอยู่ขอนแก่นคับ🤨🤔😞😥,2021-04-13T07:36:09Z,0,0
อุมาพร โหงโม้,จริงๅ,2021-04-11T06:50:05Z,0,0
ขวัญฤดี จงภัคดี,ผิ,2021-04-10T04:05:39Z,0,0
ซีท๊อป เดอะกาว,ที่เห็นในภาพเนี่ยช่วงเราเรื่องยายสปีดยังโอมป่าววะ555,2021-04-09T08:23:29Z,0,0
TheSky monkey,เรื่องสุดท้าย....อยากให้ยายวิ่งแข่งกับ r1 อ่ะ55555+ ...ขำๆนะครับ😅😅,2021-04-09T05:07:41Z,1,1
-บัลลังก์เงิน 🔴⚪,คุณยายสปีด,2021-10-25T07:57:48Z,0,
หยบๆ,สงขลาหน่อยค่ะพี่หนูอยากฟังเพราะหนูจะไปเรียนต่อ🥺,2021-04-01T07:22:36Z,1,0
ณัฎฐกานต์ เพ็ญวันศุกร์,หนูตั้งใจว่าจะไปเรียนที่นั้นคณะวิศวกรรมศาสตร์,2021-03-29T05:03:47Z,0,0
ทัศนี ดืชารี,ไม่มีอะไรจะพิม,2021-03-28T08:26:25Z,0,0
วิชิตชัย ไตรพรม,พี่ผมไปต่อยกับคนอื่นอยู่สะพานขาวครับน่ากลัวมากก,2021-03-27T10:51:09Z,0,0
MrBlueberry889,"ผมอย่ที่นี่
ป.4ครับ",2021-03-27T07:11:13Z,1,1
MrBlueberry889,😉,2021-03-27T07:15:43Z,0,
Toshiro,ผมอยู่ขอนแก่น,2021-03-27T04:20:22Z,1,0
nipan s.b.d.,2:34🤗,2021-03-26T19:35:08Z,0,0
29 arinthon akkarasirimongkon,หนูเรียนสาธิตมข.อะ,2021-03-25T15:46:48Z,1,0
เบญจมาศ อ่อนสําลี,ผมหลอนเลยอะ😥😱😱😱😫😫,2021-03-24T13:56:39Z,1,0
Naewnhon,เรียน มข ค้าบบบบบบ,2021-03-24T08:30:24Z,0,0
ตั้นไง,มหาเทพพญาครุฑแห่งกาลเวลาย้าา,2021-03-23T13:41:01Z,0,0
Yppp,อยู่มขมานาน ผ่านสะพานขาวก็บ่อย ไม่เคยเจอผีเลยจ้า แต่พวกโรคจิตอะเยอะ โดนเฉพาะตามบึงในม. อันตราย,2021-03-21T09:50:39Z,0,0
Monig Mobil,หนูเคยโดย,2021-03-21T07:39:31Z,0,0
เนี๊ยบ โมบาย,พ่อเเม่เเละหนูอยู่ขอนเเก่นค่ะ,2021-03-21T04:42:26Z,0,0
Skg Skg,เอาซักมือซันเลย😭😭😭,2021-03-21T04:37:02Z,0,1
kosX2,5555,2021-03-22T04:04:54Z,0,
Hong,หลอน,2021-03-21T02:45:02Z,0,0
บัวแก้ว พุทไธสง,เเม่หนูอยู่ขอนเเก่น,2021-03-21T02:21:44Z,0,0
JAO TAENG,"เคยขี่มอไซต์ผ่าน สะพานขาว ก่อนปีใหม่ เมื่อปี 2012. กลั้นหายใจจากหัวสะพานจนถึงท้ายสะพาน  ช่วงดึก
#ขี่ท้าลมหนาวกับเพื่อน 
ขนลุกมากช่วงนั้น",2021-03-20T03:56:02Z,3,0
きむらさおり,ก.ค. นี้จะไปเรียน มข แล้ว หาเรื่องผีมาฟัง55,2021-03-19T11:06:15Z,1,0
Kittinan Akkharanithiyanon,ไม่มีแล้วครับการรับน้องแบบนับเสา มีแค่จะไปนับกันเอง บ้างก็ว่าเท่ากัน บ้างก็ว่าไม่เท่ากัน,2021-03-19T04:18:19Z,0,0
Nanthida Nun,ฉันที่ว่าไปเที่ยวหลังมอ,2021-03-17T16:52:11Z,0,0
i am koala shorts,จะหลอนไปไหนนน,2021-03-17T07:04:34Z,0,0
Treechamon,อุบัติเหตุเยอะ ก่อนจะมีวงเวียน เมื่อก่อนเป็นไฟแดงตรงหัวสะพานขาว มีน.ศขับ รถพลิกคอหักตาย เค้าเลยทำเป็นวงเวียน และหอพักตรงหลังโรงอาหารชาย เค้าทุปทิ้งไปแล้วสองหอ น่าจะหอนี้ละคิดว่ามีผีทั้งทีหอข้างๆก็อายุหอน่าจะเท่ากันไม่เห็นทุปทิ้งเลย และล่าสุดที่ รองนส.ไทย ตาย ตรงนั้นเคยมีคนเล่ามา ผู้หญิงตายท้องกลมถูกรถชนตายมาก่อน ฟังเค้ามาอีกที แต่เราไม่เคยเจอสักที ขนาดกลับดึกไปเล่นในมอไม่เคยเจอ,2021-03-17T06:43:42Z,6,0
mantana injonglan,มีมานานแล้วจ้า😁😁😁,2021-03-16T10:47:37Z,0,0
nok sirikunya,โคตรหลอนเลยค่ะ,2021-03-15T05:00:05Z,0,0
channel of  Anatasia,อยากลองไปดูเรียนที่นี้พอดี  ปี1 5555,2021-03-14T07:28:03Z,0,0
ทานิซากิ โยชิยะ,ม.นั้นมีเสาสัญญาณอากาสไหมคะครูหนูเคยเรียนอยู่ที่นั้นบอกว่ามีบอกว่ามีนักศึกษาเครียดจากการเรียนมากๆเลยปีนขึ้นเสาสัญญาณอากาสแล้วผูกคอตายบนนั้นอ่ะค่ะก่อนตายเขียนจดหมายบอกว่าให้เปิดเพลงๆนึ่งให้เขาทุกปีค่ะแล้วแบบรอบๆเสาสัญญาณอากาสมีแต่ป่าเต็มไปหมดเลยค่ะ,2021-03-14T06:32:57Z,3,2
ทานิซากิ โยชิยะ,@mantana injonglan อ่อค่ะ,2021-03-16T10:53:32Z,0,
mantana injonglan,เสาวิทยุค่ะ นศ.วิดวะขึ้นไปผูกคอตาย,2021-03-16T10:52:13Z,1,
Imyourqx Plengprod Naja,🥺,2021-03-14T01:41:34Z,0,0
ÀKÁ çïçäbyë,"ผียายสปีด อยู่หัวซอย ส่วน ผีตาเฉื่อย อยู่ท้ายซอย
ที่คนไม่รู้จัก ตาเฉื่อย เพราะ มันขยับตัวที มันช้ามาก 
ก็เลย หลอกคนที่ผ่านไปผ่านมา ไม่ทัน 
ตาเฉื่อย ก็เลย ไม่ดัง เหมือน ยายสปีด",2021-03-13T06:17:55Z,4,0
ด.ญปวรา สุขใส,เราไม่รอดเราดูตอนกลางคืน,2021-03-11T12:36:17Z,0,0
พงษ์ศักดิ์ บุญชาญ,"โรงเรียนระดับตำบลแห่งนึ่ง
ชึ่งผมอยู่ในนั้น
มันเป็นอาถรรพ์ที่ไม่ให้มีคนมาเรียนเกิน1,000คน ในโรงเรียนนั้นเคยมีคนในโรงเรียนเป็นคนที่1,000 คืนนั้นโรงเรียนเฉลิมฉลองในโรงเรียน วันต่อมามีนักเรียนคนที่พันได้ฆ่าตัวตายโดยการผูกคอตายหลังจากนั้นโรงเรียนผมนั้นก็ไม่เคยมีนักเรียนเกิน1พันมาตั้งแต่นั้นมา
อ๋อลืมบอกที่ตั้งโรงเรียนนั้นเป็นป่าช้าเก่า😬",2021-03-11T09:39:23Z,0,0
Wasan Kangsanthia,ใช่ว่าจะเจอกันทุกคน เพื่อนเรียนที่นั้นพวกมันก็ไม่เจอ,2021-03-10T08:57:44Z,0,0
maruko,กูที่สอบติดเเล้ว จ่ายค่าเทอมเเล้วมาฟัง.... พร้อมค่ะ 5555555,2021-03-09T04:58:08Z,4,1
I am I on,ดีจังเลยอ่าาสอบติดแล้ว เรายังรอรอบ3อยู่เลย555555,2021-03-21T14:40:26Z,0,
ออม'ออม ชาแนล,ฟังเเล้วก็ขนลุกเลยจ้า เพราะอยู่คนเดียว,2021-03-05T03:42:02Z,1,0
ปิ๊น ปิ่น ปิ่นทอง,ประเด็นคือดูคนเดียวจ้า😓,2021-02-28T09:07:11Z,0,0
Perapat Noodang,สนุกดีครับ,2021-02-27T14:06:01Z,0,0
อิฐและผองเพื่อน,12:22 น่าจะเบิร์นยางใส่หน้าผี,2021-02-23T05:28:26Z,1,0
มณิฐชญาณ์,ฉันผู้จะไปเรียนต่อมข.5555,2021-02-22T10:04:18Z,0,0
Kanwara_Jt,อยากให้พี่ทำตำนานรักสะพานสารสินคะ,2021-02-21T14:08:49Z,0,0
Pakjira Koorpoonsap,น่ากลัวววว,2021-02-21T07:09:12Z,1,0
5 ณัฐภัทร ซ่วนเซ่ง,เหมือนเต้,2021-02-20T03:28:31Z,0,0
G,อยู่จ.ขอนแก่นว่าจะไปเรียนไม่ไปดีกว่า☺,2021-02-17T08:22:48Z,0,0
GrizzlyBearNaa TV,สุดยอด,2021-02-13T06:58:36Z,1,0
ฟิล์ม คนเดิม,เอิ่ม....เราอยู่ขอนแก่ย😭,2021-02-13T04:12:23Z,0,0
nxาsloก wsะsาม,ตอนแรกขับผ่านเข้า มข.บ่อยมาก ตอนเที่ยงคืน-ตี3 ตอนแรกไม่คิด ตอนนี้ เริ่มคิดแล้วละ,2021-02-12T18:05:52Z,0,0
เสือโคร่ง ch,ใครอยู่ขอนแก่นบ้าง,2021-02-12T14:34:14Z,2,1
ชาน ต้า,🙋🙋,2021-06-03T08:35:59Z,0,
Owner PakseTTC,ไมกาดู,2021-02-10T14:36:21Z,0,0
เอิทร์ เอิทร์,"คิดว่าอยากจะไปเรียน ม.ขอนเเก่น
เเต่คิดใหม่ดีกว่า😅😅😂😂",2021-02-10T09:31:31Z,1,0
Aimz onler,เอาไปทำหนังได้เลยนะค่ะแบบนี้ น่าดู,2021-02-10T08:03:48Z,0,0
JAME V,เรื่องที่เล่าว่าแฟนหัวขาดนั่นมันที่สุพรรณหรือป่าวครับ,2021-02-08T11:07:43Z,0,1
Treechamon,เรื่องจริงค่ะ รายการจ้อจี้เลยเอาไปทำแล้ว มีคนยืนยันว่าเป็นเรื่องจริงคือน้องสาวผู้ชายเป็นคนเล่าค่ะ,2021-03-17T06:49:53Z,0,
ศิปวัฒน์ ไชยยันต์,จังหวัดผมอยู่ใกล้ขอนเเก่น,2021-02-07T07:40:42Z,0,0
ณัฐพัชร์ ศักดิ์ยังยืนยง,"ไหนใครอยู่ขอนแก่น
แล้วจะไปต่อม.ขอนแก่น
มารวมตรงนี้~~😅
กูแล้ว1",2021-02-06T07:53:23Z,2,1
【V S C】 ท่านอาม 亗,เป็นไงบ้าง😂,2021-04-12T03:10:25Z,0,
Palm  Paramee,ส่วนมากจะเป็นเรื่องของนีกศึกษาแพทย์นะ😊,2021-02-06T06:19:22Z,1,0
จุฬาลักษ์ จันทะรส,อิฉันผู้อยากไปเรียนม.ข เพราะอยากไปเรียนทันตแพทย์ที่นั้น,2021-01-31T11:09:45Z,0,0
Detective Conan 261,แอดครับ ขอประวัติเชื้อสายต้นตระกูล ของ พระพุทธยอดฟ้าจุฬาโลก ร.1❤️ขอบคุณครับ แอดทำให้ดูด้วยนะ🙏,2021-01-23T20:33:01Z,5,0
KEA FG TV,ผมอยู่ม.ถ.น.ใกล้ มข.2กิโล,2021-01-23T07:02:30Z,0,0
rnnr rnnr,เรียนอยู่ ม.ขอนแก่น 6 ปี กลับดึกแค่ไหนไม่เคยเจอผีในมอ เคยแต่เจอนอก ม. 😄,2021-01-21T06:11:45Z,0,0
NUGGET999!,เจอแค่ห้องน้ำชั้น4,2021-01-19T18:50:46Z,0,0
NUGGET999!,ผมครับอยู่ม.ค,2021-01-19T18:50:14Z,0,0
Dutch MilLymillY'y,ไม่หลอนขนาดนั้นนะคะทุกคน😂//หมายถึงมข.ไม่หลอนเท่าที่ทุกคนคิดนะงับ🥺,2021-01-19T03:16:03Z,4,2
สวัสดีค่ะพี่,@Noparat1 Nop ??,2021-10-30T08:07:07Z,1,
Noparat1 Nop,ชื่อ กู,2021-02-21T08:30:45Z,0,
Teletubbies,อยากฟังเล่าเรื่อง ราชภัฎภูเก็ต จังครับ,2021-01-19T01:05:26Z,0,0
Sisjsis Jsissisi,ม.ขอนแก่นไช่ ม.ข.ขอนแก่นมั้ยครับ,2021-01-17T15:28:52Z,0,0
Patoo(ดูไรช่างมัน),ขอแบบไม่มีภาพอ่ะ ภาพน่ากลัวมาก,2021-01-16T15:35:27Z,2,0
NamTal,ขอเรื่องเล่า มมส หน่อยค่ะ,2021-01-14T04:22:08Z,4,0
ไปเรื่อยๆ เมื่อยก็พัก,แอบหลอนยุ่เด้อ🤣,2021-01-10T02:48:57Z,2,0
V. VIEW 01,พี่ใช้แว่นอะไรคับ ophtus​ รึเปล่าคับ,2021-01-09T10:05:24Z,1,1
DODI ดูดิ,ป่าวครับ😆,2021-01-09T13:56:30Z,1,
キルアくん,โรงเรียนผมเปนวัดเก่าทางเดินศพสุสานเก่าคับผมเลยไม่อยากไปเรียน,2021-01-09T04:03:11Z,0,0
แม็ก ฐานภัทรผลให้,ไม่ก่าดู,2021-01-06T08:06:35Z,1,0
underTV,ผมเคยไปทำครับพิทีกำนั้นหลอนมากไม่เท่ากันจริงๆ,2021-01-06T01:45:28Z,0,0
ms. na,นี่อยู่ขอนแก่น แต่ไม่ได้เรียนใน มข. เคยได้ยินแต่ ถ้ากลั้นหายใจจนข้ามสะพานได้ คำอธิฐานจะเป็นจริง เรื่องอื่นไม่เคยได้ยิน แต่ที่ว่าแฟนหนุ่มขับมอไซละก้ม ส่วนแฟนสาวหัวขาด แล้วขี่รถไปปั๊ม เคยได้ยินทั่วไป ไม่ใช่ ที่สะพานขาว มข.,2021-01-04T20:23:03Z,6,0
Sans. ninja,ผมเคยไปขอนแก่น,2021-01-03T15:30:05Z,0,0
Phattarapon Seemat,"หนูอยู่จังหวัดของ
แก่น",2021-01-03T08:40:07Z,0,0
Boo nase,เดี๋ยวนี้ข้างสะพานขาวเป็นที่ออกกำลังแล้วงับ,2021-01-02T14:08:47Z,0,0
LTลุงพอร์ช สาขา19,Sdghji,2021-01-02T06:32:57Z,0,0
ปนัดดา จันทะมาลา,ตัวผมผู้อยากเรียนม.ขอนแก่น😐,2020-12-24T15:23:20Z,0,0
น. นัท,อาจารย์ผมก็เคยโดนรับน้องบนสะพานขาวครับ ตอนนี้จบ ป.โทแล้ว,2020-12-21T07:22:21Z,2,0
นิชาฎา ใจเย็น,ทำไมต้องขอนแก่นด้วย555,2020-12-19T08:42:43Z,2,0
UwU,ีพรรเจดัะีัรหรึนุยเสีสเ,2020-12-18T12:59:21Z,0,0
Sarawut Rotkaew,ไอ้เรื่องแฟนคอขาดนะจริงแต่ไม่ใช่ที่ มข.ครับ,2020-12-16T11:52:28Z,1,0
Netipong sakalee,เรื่องที่ 1 เกิดขึ้นจริงครับผมการันตีได้,2020-12-16T11:20:28Z,2,0
Phornchai Matkhaw,ขอเรื่องเล่า ม.มหาสารคามหน่อยคับ,2020-12-16T04:48:00Z,0,0
KKTATAOGAMER,"ผมคนขอนแก่นครับเคยไปครับ
สะพานขาวตอนเช้าๆยังหลอนเลยพี่ ขับผ่านขนลุกอะพี่ แต่เมื่อหลายปีเเล้วนะครับ
ปัจจุบันอยู่ #สมุทรปราการเเล้วครับ",2020-12-15T19:43:35Z,1,0
Namoing Wichita,ขอของ มมส. หน่อยค่ะ,2020-12-15T04:11:53Z,0,0
ศุภกร เสาะแสวง,เรื่องแรกดังมากในช่วงนั้น ผมอยู่ ป.1ป.2นี่แหละ อยู่แถวนั้นด้วยเขาบอกว่า ไอ้ ผช.ที่ขี่รถมอไซ มันขี่เสียงดังน่าลำคาณมานานแล้วเลยจัดลวดให้ซ้ะเลย แต่ออกข่าวไม่รู้ว่าออกไปยังไง,2020-12-13T09:17:43Z,1,0
Hadis Suran,อยากฟังเรืองมังกร,2020-12-12T10:01:36Z,0,0
Fg Tr,หนูอยู่ขอนแก่นฟังแล้วขนลุกเลย,2020-12-12T02:35:17Z,0,0
Puetsaji Promganya,กูที่ว่าจะไปต่อ มข. แล้วคราวนี้จะมีกะจิตกะใจไปมั้ย แต่อย่างว่ามหาลัย มข.เมื่อก่อนมันเป็นป่าเก่าาา😆😆😓😓,2020-12-11T15:23:52Z,0,0
วริศรา พินดอน,มันน่ากลัวเรื่อยๆๆ,2020-12-11T08:36:30Z,0,0
ภาคภูมิ พัฒน์มณี,ผมยุขอนแก่น,2020-12-10T02:54:03Z,0,0
armrunway runway,เด็กแว๊นไปยกล้อตรงสะพานขาวเยอะชิบหาย555555,2020-12-08T22:25:31Z,0,0
Thitapa Sukjaroen,หนูเจอคุณยายผีค่ะ,2020-12-06T04:59:49Z,2,0
Td Fr,มาเเล้วคับ,2020-12-05T12:18:02Z,1,0
Chicken Tong,คณะผมติดกับสะพานขาว ขับรถตอนดึกๆไม่เคยเจออะไรนะครับ แต่จะมีขวดน้ำแดงวางแถวๆหัวท้ายสะพาน หลอนอยู่เหมือนกัน,2020-12-05T04:43:52Z,16,2
tom toon,พี่เคยไป หาปลา ซ่อนกุ้งพร้อมใต้สะพานขาว,2021-11-10T15:32:05Z,0,
กษิดิ์เดช มีพร้อม,แบบนี้ก็หลอน555ขนลุกเลยเวลาขับรถผ่าน,2021-09-12T08:38:54Z,0,
Kritsada SJ,หอ 9 หลัง อยู่ข้างๆบ้านผมเลย ผมเจอบ่อยแล้ว,2020-12-04T07:39:27Z,0,0
Cxw_ 420,ยังโอม,2020-12-03T16:29:15Z,0,0
Love Game,ขอลิ้งข่าวที่แฟนสาวคอขาดหน่อยคับ,2020-12-02T04:43:03Z,1,0
Manny IT,เรื่องสุดท้าย คุณยายสปีด     เกิดขึ้นที่จังหวัดส่งขลาครับ,2020-11-29T10:53:37Z,0,0
Billy Sri,โครตหลอนอะ,2020-11-29T08:56:58Z,0,0
สุภาพร อิงแก้ว,แม่เราอยากให้เราไป,2020-11-29T06:08:26Z,0,0
JAN SKY,อยากฟังประวัติที่มาศาลพ่อมอดินแดง มข. ค่ะ,2020-11-28T13:33:33Z,0,0
พัชราภา ฯ.,เรื่องสุดท้ายเขาแต่งเอาค่ะ,2020-11-28T09:23:15Z,1,0
p&p,หลอนนนค่ะ!,2020-11-28T05:37:00Z,0,0
Bank Todsaporn,ขอมหาวิทยาลัยพะเยาหน่อยครับ,2020-11-26T05:59:48Z,4,0
เงา มืด,ไม่เคยรู้ว่าขอนแก่นหน้ากลัวกว่าที่คิด,2020-11-25T12:24:37Z,1,0
Fifa Fifa,เกิดที่โรงพยาบาลศรีนครินทร์,2020-11-25T04:55:11Z,0,0
Fifa Fifa,ที่ ม.ข หลอดมากตอนนั้นมีคนมาจากตรงแขนแล้วพอหันไปก็ไม่มีเลย,2020-11-25T04:43:06Z,0,0
Fifa Fifa,อยู่ขอนแก่น,2020-11-25T04:42:17Z,0,0
สุภาพร วายสิบห้า,น่ากลัวอะ   กลัว,2020-11-25T01:17:22Z,0,0
