Name,Comment,Time,Likes,Reply Count
Nat,เรื่องเดียวกับที่หาดใหญ่เลย..คนขึงลวดต้องเป็นฆาตกรต่อเนื่องแน่เลยนะเนี่ย,2021-11-05T15:10:00Z,1,
สราวุฒิ ประสงค์สุข,แน่ใจ,2021-10-08T12:37:03Z,1,
me,ใช่ค่ะเรื่องจริงเป็นข่าวด้วย,2021-07-26T06:57:58Z,2,
ชื่อหมูหย็อง,แม่นะอิหลีติครับ,2021-07-21T04:05:02Z,1,
Social Phone,ยิ่งลอพี่,2020-08-29T10:03:40Z,1,0
Sandy 123,พี่อย่าทำซาวให้หลอนได้ไหมอะน่ากลัวมาก ตามมาจากติ๊กต๊อก,2020-08-29T09:21:01Z,1,0
ซีโน.1อ่ะครับ,2004022770,2020-08-29T06:03:03Z,0,0
วายร้าย กังฟรู,แม่ผมทำงานอยู่ที่นี้คัยจังหวัดขอนแก่นด้วย,2020-08-29T04:35:00Z,1,0
จรรยวรรธน์ ฯ.,13:46 ยังโอม,2020-08-29T03:12:49Z,0,0
กรรณิการ์ ไชยเสนา,โอ๊ยยเคยแมร่งสะทุกที่เลย,2020-08-29T02:34:01Z,1,0
ลําปาง ลุนลา,พี่ค่ะทำวิทยารมหาสารคาร,2020-08-28T09:33:09Z,1,0
viewview channel,พี่ค่ะมีเกี่ยวกับปอบได้ไหมค่ะ,2020-08-27T11:54:28Z,4,0
Start Game,ว่าจะต่อวิศวะ ม.ข😱,2020-08-27T08:51:21Z,0,0
Max zee,ขออุดรธานีหน่อยครับ,2020-08-27T08:34:20Z,0,0
สาธิต มาอยู่,เหมืนโรงเรี่อนพิชัยที่พระยาพิขัยดาบหักตัดหัวพม่ามาไวในโรง,2020-08-25T17:10:56Z,0,0
พัฒน์นรี ประสันลักษ์,"หลอนมากเลยค่ะพี่
บางวันไม่มีไรทำมาดูช่องพี่นี่และค่ะ
กดติดตาม    กดกระดิ่ง
ตามที่พี่ขอแล้วค่ะ🇹🇭🇹🇭🇹🇭🇹🇭",2020-08-25T07:01:43Z,16,0
ช่างเจ็ดโมเดล รถบรรทุกซิ่งสุรินทร์,กดติดตามเลย😂😂,2020-08-25T05:16:29Z,0,0
MASER 999,น้าผมก็จบจากขอนเเก่น,2020-08-25T04:39:17Z,0,0
Thanannan Kongsompet,พี่ค่ะทำราหูอมจันทร์ให้หน่อยยน้าา.🥺🥺,2020-08-24T08:11:06Z,0,0
Pud Lom,ฉันที่อีก2เดือนจะต้องไปค่ายที่ขอนแก่นและไปค้างแรมในมหาวิทยาลัยขอนแก่น,2020-08-23T13:36:10Z,0,0
[soloist]하프,ม่ายยยยย~น่ะพี่หนูเรียนอยู่ทึ่นั้นTmT,2020-08-23T11:03:09Z,0,0
ธนากร สันโดด,ขอ มช เชียงใหม่หน่อยคับ,2020-08-23T09:25:48Z,1,0
19 58,อ่า ได้ยินมาจากรุ่นพี่ว่า นับยังไงเสาสะพานขาวมันก็ไม่เท่ากันอยู่แล้ว เพราะมันไม่เคยเท่ากัน 😂😂,2020-08-23T06:46:36Z,22,0
Op Po,พี่คะขอ มช. เชียงใหม่หน่อยนะคะ,2020-08-23T03:45:00Z,1,0
JOYLY SIRILAK,รอดูเรื่อยๆค่ะ ช่องพี่สนุกมากๆค่ะ เล่าสนุกดี มีภาพประกอบด้วย คือสุด,2020-08-23T03:25:54Z,28,0
31วราภรณ์ เเซ่สิม,น้าพี่พร้อมกะพี่วอร์ ลอยมา5555,2020-08-23T00:48:12Z,6,0
Purinat Phochai,พี่ผมยุขอนแก่น,2020-08-22T10:59:53Z,0,0
Gu Oat Ni,ผมเป็นคนนับสะพานข้าง134แล้วอีกข้างมี142,2020-08-22T06:43:37Z,0,0
SPD,มีหน้ายังโอมด้วย,2020-08-22T05:59:17Z,0,0
Tawan kk,VuJNV,2020-08-22T04:14:38Z,0,0
villain,ผมอยู่ขอนเเก่นชิหายเเล้ว,2020-08-22T03:53:02Z,0,0
นายชยานันต์ โยธาชัย,ขอนแก่นมาแล้วเย้ท่าพระนะ,2020-08-22T03:49:50Z,2,0
วรีรัตน์ กล้าหาญ,ฉันอยู่ม.6 แล้วจะสอบเข้าม.ขอนแก่น 😢,2020-08-22T02:32:26Z,0,0
FLUKE05,เอาเรื่องตัวตายตัวแทนบึงกาฬ​ครับหรือวัดภูทอกครับ,2020-08-22T01:30:04Z,1,0
FLUKE05,บึงกาฬ​ครับ,2020-08-22T01:27:26Z,1,1
Mam Mam,อยากฟังเรื่องที่บึงกาฬ,2021-02-03T17:46:39Z,0,
CapTaINPonZ,อยากฟังเรื่องลิฟต์แดงครับ,2020-08-22T01:05:47Z,0,0
จิตติเพชร สีสนาม,พี่ๆครับ สอนเรียนสอบเข้าคอมมาโดหน่อยครับหน่วยรบพิเศษครับเรียนยังไง,2020-08-21T13:41:36Z,1,0
จิตติเพชร สีสนาม,ไอ้ งั้ง หน่อยครับ,2020-08-21T13:36:11Z,0,0
Phai13★,น่ากลัวมาก,2020-08-21T11:59:42Z,1,0
Viivera Ch,"- สะพานขาว เวลานี่นั่งรถผ่านก็กลั้นหายใจบางครั้งนะ ตามอารมณ์ ไม่รู้กลั้นทำไม แต่ก็รู้สึกว่าอยากกลั้น 555

- ลิฟต์ อาคารเรียนรวม คณะแพทย์ หลอนกว่าห้องน้ำอีกค่ะ 555 มันเก่าและช้ามากกกกก ไม่ได้หลอนผีนะ หลอนกลัวลิฟต์ตกลิฟต์ค้างอ่ะค่ะ 555",2020-08-21T11:29:45Z,52,0
ONE CH,ขอเรื่องตี๋ใหญ่หน่อยครับผม,2020-08-21T10:22:25Z,2,0
Kamonmat Thaoboonyapinikun,หนูขอ จ.น่าน ได้ไหมคะ,2020-08-21T10:14:09Z,0,0
Puepe P,ด้านหลังของหอแปดหลังเก้าหลังเป็นวัดป่าค่ะ แต่เดี๋ยวนี้เจริญแล้วไม่มีอะไรน่ากลัว สะพานขาวก็เช่นกัน,2020-08-21T01:05:19Z,0,0
ด.ญ. ปวีณา สายหล้า,ขอนแก่นแล้วต้องมามหาสารคามแล้วป่ะพี่ชาย😁,2020-08-21T00:39:04Z,0,0
วิทวัส อ่อนชูศรี,โทษน่ะครับพี่ผมไม่ค่อยได้เข้ามาดู😥😥😥,2020-08-20T15:06:55Z,0,0
nope,อยากไห้พี่เล่าเรื้องหลอนของโรงเรียนบ้านทรายมูลหน่อยคับ,2020-08-20T14:10:56Z,0,0
THMURK_90,"ผมขอหลายคริปเเล้วนะคับ
หลวงพ่อรุ่งเคราเหล็กวัดบางเเหวน",2020-08-20T13:44:43Z,1,0
เฟย สมาร์ทโฟน,เรื่องเเรกผมเคยฟัง,2020-08-20T10:32:12Z,0,0
Dollawit Charoensuk,น่ากลัวชิบหายเลยพี่😬😬😬,2020-08-20T10:00:56Z,0,0
นาย ชิตชาติ เหล่าสุนทร,"ช่วยไปตามบุคคลดังนี้ มาช่วยทีครับ
1. ริว จิตสัมผัส
2.เจน ญาณทิพย์
3. หมอปลา มือปราบสัมภเวสี",2020-08-20T09:15:32Z,4,0
เรวุฒิ สุวรรณพรม,หลอนมาก,2020-08-19T23:08:51Z,1,0
พรพิทักษ์ เสาสิริ,พี่ครับผม​อยาก​รู้ว่า​มันเกิดอะไรขึ้นใน ภาพยนตร์เรื่องพ่อมดออนซ์,2020-08-19T13:38:52Z,1,0
CHUTIMA AOM,"พี่อยากให้พี่เอาร.รราษีไศลหน่อยค่ะ
ศรีสะเกษค่ะ😊",2020-08-19T11:25:45Z,17,0
PS RUOK 999 Btv,"พี่คับผมหลอนมากเลีย
พูดไม่จบ
หลอนไก่ข้างพี่อะ",2020-08-19T07:28:44Z,0,0
TINO 2499,ประหวัดสะพานไทย.ลาว หน่อยครับ,2020-08-19T06:52:26Z,0,0
สุวรรณศักดิ์ วิเศษชาติ,ขอสุสานโสเภนีนะพี่นิก🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2020-08-19T06:39:08Z,3,0
MIK FF,หล่อนเกิน,2020-08-19T04:52:17Z,0,0
Ohma Shu,ยังมีผีหลายเรื่องที่มข. บอกเลย5555😂😱,2020-08-19T04:28:57Z,0,0
Mon Bualapha,ไม่ได้ซื้อซองมาลองดูดิแล้วหรอคะ,2020-08-19T02:14:19Z,0,0
master Pakpoorn,ทำที่เชียงใหม่​ดิพี่,2020-08-19T00:58:43Z,0,0
Anthony Lee,ผมชอบการเล่าของพี่นะครับ​ ชัดเจนมากครับ​,2020-08-18T23:11:19Z,2,0
โชติกา กันแก้ว,พี่ช่วยทำเรื่องเกี่ยวกับสวรรค์หน่อยครับ,2020-08-18T22:39:21Z,0,0
Chanon Chamnan,แก๋วๆ,2020-08-18T14:32:02Z,0,0
พิทักษ์ มูลสีทา,"ผมอยู่ ม,5 ม,ขอนแก่น👈 จะไป👈ได้ดดดดยยยังไง😱😱😱😱😱😱😱😱😱😱😱😱😱น่าาาากะะะกลัว",2020-08-18T13:45:54Z,2,0
วิชนีย์ เครือเครา,น่ากลัวเนาะ,2020-08-18T13:19:36Z,0,0
Kanjana Sarala,ชอบช้องนี้มากเลยค่ะทำต่อไปเลื่อยๆนะค่ะ🥰😍,2020-08-18T13:16:01Z,6,0
HEE DUM,อยากฟังเรื่องหลอน จังหวัด มหาสารคาม ครับ,2020-08-18T13:11:31Z,3,0
Wilasinee Putthawong,สะพานขาวนิเคยอ่ายตอนประถมเลยอะ น่ากลัวมากไม่กล้าเข้าห้องน้ำเลย😂😂,2020-08-18T12:36:43Z,1,0
Adjima Earn,พี่ผมอยากได้เรื่องผีจากปากช้อง,2020-08-18T12:26:03Z,2,0
Thanathon Khasen,ขอศรีสะเกษหน่อยคับ,2020-08-18T12:24:55Z,0,0
Saber,EP.หน้าพี่เอาเรื่องมหาลัยเพชรบุรีหน่อย,2020-08-18T11:39:06Z,1,0
B- ST,อ่านดีๆ เดี่ยวโดนฟ้อง555555,2020-08-18T11:00:43Z,0,0
บูม อมรเทพ,เรื่องพระพุธธะเจ้าผมน้า,2020-08-18T10:51:05Z,0,0
Minnie_Channel,หลอนมากก,2020-08-18T10:47:34Z,1,0
Adouin Chanel,ขอนแก่นมาแล้ววว,2020-08-18T10:44:43Z,0,0
Kdkk Kfkf,ดูแล้ว,2020-08-18T10:42:37Z,0,0
โสรญา แสวงโคตร,ทำของจังหวัดนครพนมได้ไหมครับ🥺,2020-08-18T10:40:26Z,0,0
N-a-mwan CH,อยากให้พี่ทำเรื่องไททานิคอ่าาา,2020-08-18T10:28:24Z,2,0
Mike Nxy,บิดหมดปลอก แต่น้ำมันหมด55,2020-08-18T10:28:09Z,2,0
ธนพล จันทราศรี,13:35 ยังโอม555555555,2020-08-18T10:27:19Z,5,1
Wadcharah Hasjumnong,.?,2020-09-17T06:06:32Z,0,
บุญธรรม ปาระวาสะ,พี่นิกครับน้าผมจบที่นั้น,2020-08-18T10:26:19Z,0,0
yukino FF,บึงกาฬหน่อยครับ จารนิก,2020-08-18T10:10:54Z,0,0
FC _DODI,เล่าเรื่องหลอนก็คือหลอนจริงๆครับชอบรายการนี้คร้าบบบ(｡♡‿♡｡)(◍•ᴗ•◍)❤,2020-08-18T10:08:51Z,13,0
Phat thida,ถ้าเป็นรถอีแต๋นยายจะเดินตามมั้ยหรือยายจะขึ้นมานั่งซ้อนท้ายด่านหลัง,2020-08-18T10:06:36Z,0,0
วิทวัส อ่อนชูศรี,สวัสดีครับพี่ผมพึ่งกลับมาจากโรงเรียน,2020-08-18T09:43:53Z,12,0
Thirasak Sathitsuk,ขอเรื่องปอบสุรินทร์หน่อยครับ,2020-08-18T09:42:41Z,1,0
กิตติภพ คําเรืองศรี,เป็นตะยาน,2020-08-18T09:26:13Z,1,0
Vmobile Vmobile,ขนลุกเลียค่ะ,2020-08-18T09:15:38Z,1,0
ชัญญา สายบุญลี,เรื่องกลั้นหายใจผมก็แปลกใจว่าเป็นความเชื่อแบบไหนนะครับเวลาผมครับรถผ่านผมก็ลองอฐิษฐานดูแล้วก็ขับไปเรื่อยๆแต่ใครๆก็อยากให้คำที่เราขอเป็นจริงจนต้องขับรถเร็วเสี่ยงอุบัติเหตุขึ้นด้วยนะครับเราต้องขับเร็วขึ้นเพื่อให้มันพ้นสะพานไปหนะครับ,2020-08-18T09:09:57Z,17,0
ชัญญา สายบุญลี,"เอาจริงม.ไหนก็มีครับเรื่องผีอะ
ผมก็อยู่ขอนแก่นครับบบ",2020-08-18T09:00:22Z,1,1
Sorayut Kingdonnok,โรงเรียนไหนครับ,2020-08-19T10:08:13Z,0,
TERTY Jope,การสิน,2020-08-18T08:15:38Z,1,0
อะพิเบส Pornวาปี,ฟังคลิปนี้เพิ่มกิเลสอยากได้ไมค์ ควาดแคช เลย เสียงดีมาก,2020-08-18T06:40:03Z,3,1
VVBġ,ชื่อเธอ555,2020-09-23T02:33:59Z,0,
BOllR ⁴⁴⁴,เหมือน สพานเขื่อนเจ้าพะยาเลยคับ ถ้าใครกลั้นหายได้จนสุดสะพานจะทำให้สมหวังดั่งที่คำขอคับ,2020-08-18T06:37:18Z,2,0
Lo Po,ฟังเพลินมากคับชอบน้ำเสียงสุดๆ😊,2020-08-18T06:26:14Z,58,0
อาตอม ช่างเกวียน,ฉันก็อยู่เหมือนกัน,2020-08-18T06:13:47Z,1,1
อาตอม ช่างเกวียน,🙏🙏🙏🙏,2020-08-18T06:15:33Z,1,
ปรีดา พลมั่น,พี่ค่ะทำที่ของสะพานไทยลาวหน่อยค่ะ😅💓,2020-08-18T06:01:10Z,129,19
Pupé Cute,คะ/ค่ะใช้ให้ถูกหน่อย,2020-11-30T16:51:56Z,0,
Junior Junior,@Peter Junior เขาทำไปแล้ว,2020-11-28T10:58:11Z,0,
Gfgutfhhy Hgfuuhgt,@Peter Junior พีเข้าทำแล้วจรืงๆ,2020-11-20T23:15:21Z,0,
Grace channel,@Phoomrapee 55555 เนาะะะ,2020-11-16T02:17:38Z,1,
Aª P Ī Ç Ĥ Å Į,ผมฟังตั่งเเต่เด็กนุยายเล้าให้ฟัง,2020-11-15T00:39:42Z,0,
FilM 'Banrai,ดันๆๆๆๆ,2020-10-26T01:30:12Z,0,
มักส้มนะ,ช่ายคับ,2020-10-13T08:55:06Z,0,
Phoomrapee,@Peter Junior เกิ๊นนนปายยยย,2020-10-03T06:12:44Z,1,
N,ดันนนๆ,2020-10-02T14:12:26Z,0,
บ้านของเรา,ช่ายยย,2020-09-30T08:09:51Z,0,
ตาตีบตีบ  Ttt,ผม นครพนม,2020-09-26T08:55:37Z,1,
Peter Junior,@จักรพันธ์ เกตุการณ์ ยังไม่มีเลยโกหกตกนรกนรกจะกินกะบานเอา,2020-09-19T08:30:28Z,0,
จักรพันธ์ เกตุการณ์,พี่เข้าทำไปแล้วครับ,2020-09-15T06:52:56Z,1,
Khet Vin Tage,ดันๆๆๆๆๆๆๆๆ,2020-09-11T13:54:17Z,3,
Monaliza Fc,ขอเรื่องเกาะ ฮาชิมะ หน่อยพี่,2020-08-18T05:58:30Z,6,0
บุรพัฒ น์,FCครับ,2020-08-18T05:53:48Z,1,0
TAANTHAI He Ha He Ha,.คุณยายสปีดนี่  หาดใหญ่นะครับ,2020-08-18T05:51:11Z,56,11
มุทิตา ฯ.,ที่ขอนแก่นก็มีค่ะ แต่มันจะไม่เหมือนที่หาดใหญ่,2022-01-03T04:58:32Z,0,
หน้าตาอย่างผมสเปค ตร.,@SitUP เป็นไปได้อ่อครับเหมือนกันเปะ แต่อยู่2ที่ คนละภาค,2021-12-19T14:38:08Z,0,
SitUP,@หน้าตาอย่างผมสเปค ตร. มันมีสองทีครับ,2021-12-19T10:07:19Z,0,
หน้าตาอย่างผมสเปค ตร.,@Mind boo สปีดไหนครับเนี่ย เหมือนกันเปะ 🤔,2021-04-07T21:03:37Z,2,
NUMber tine,@danupot chatarat หึ,2021-03-21T01:53:56Z,0,
ÀKÁ çïçäbyë,"@TAANTHAI He Ha He Ha ยายสปีด อยู่หัวซอย ส่วนตาเฉื่อย อยู่ท้ายซอย
ที่คนไม่รู้จัก ตาเฉื่อย เพราะ มันขยับตัวที มันช้ามาก 
ก็เลย หลอกคนที่ผ่านไปผ่านมา ไม่ทัน 
ตาเฉื่อย ก็เลย ไม่ดัง เหมือน ยายสปีด",2021-03-13T06:10:44Z,2,
หน้าตาอย่างผมสเปค ตร.,หาดใหญ่ครับ ยายสปีดไม่ใช่ขอนแก่น,2021-03-10T15:00:56Z,0,
danupot chatarat,LordNithi Thongkobsom เรื่องขึงสลิงบนถนนในหาดใหญ่ก็เคยได้ยินมานานแล้วเหมือนกันครับ ถ้าจำไม่ผิดน่าประมาณปี2540 สมัยนั้นยังเรียนอยู่ชั้นประถมศึกษาปีที่6 ครับ เหตุการณ์เกิดขึ้นบนถนนเส้นสายใหม่หาดใหญ่-สงขลาครับ(หรือเส้นลพบุรีราเมศวร์ครับ),2021-02-25T06:59:16Z,0,
LordNithi Thongkobsom,ถ้าผมจำไม่ผิดเรื่องแรกก็คล้ายๆของสงขลาเหมือนกันคับคนขับหมอบ แฟนคอขาด เด็กปั้มกรี๊ด แต่เรื่องคุณยายนี้คล้ายๆหาดใหญ่ชัวคับต่างกันที่ท่าวิ่งตามรถของยาย  ของหาดใหญ่ไม่เคยได้ยินว่ายายขึ้นมานั่งในรถ และหาดใหญ่ชื่อเรื่องคือ”คุณยายสปีด” แต่ของที่พี่เค้าเล่านี้ชื่อว่า”คุณยายไฮสปีด”,2020-10-18T16:50:55Z,0,
TAANTHAI He Ha He Ha,@จร'หมาวัด ผมก้อหาดใหย่ครับ  คุนยายสปีด จะยุตรงแถวมอ. ซอยข้างวัดโคกนาว,2020-09-20T12:49:48Z,5,
จร'หมาวัด,ไม่แน่ใจว่ามีที่เดียวรึเปล่า ผมอยู่สงขลา,2020-09-20T11:59:30Z,3,
MAI 1,นครพนม มีเรื่องหลอนปะครับ,2020-08-18T05:39:43Z,0,0
BOY ⚽,😱😱😱😱😱,2020-08-18T04:40:22Z,1,0
Aum Arnon Chelsea,ราชภัฏมหาสารคามหน่อยครับ รับลองไม่แพ้ขอนแก่นแน่นอน,2020-08-18T03:47:04Z,10,1
ภูมิพัฒร์ ฤทธิ์โคหา,เรื่องตึก15,2020-11-18T11:56:27Z,1,
Tanapon Add,มาคนที่34ครับ,2020-08-18T03:06:55Z,1,0
แขก น้องเล็ก,ไมสวยดีน่ะคับ,2020-08-18T02:58:09Z,1,0
Sirisak Phonnara,ขอมหาลัยในโคราชหน่อยครับ มีมั้ยพี่,2020-08-18T02:38:31Z,4,0
LEX .P.Y.,ไม่ยากจ่ะเชื้อใครน่ะ,2020-08-18T02:05:56Z,1,0
Worarit Kaeoporm,สุดมากครับ หลอนมากเลย ขนลุกเลย 👻,2020-08-18T01:51:54Z,5,0
หยุด นะ,ซวยแล้วผมก็อยู่ที่ขอนแก่น,2020-08-18T01:43:05Z,5,2
Sorayut Kingdonnok,อยู่ ร.ร ไหนครับ,2020-08-19T10:08:57Z,1,
New start,+1,2020-08-18T05:22:42Z,1,
JOKJAN X1,เชียงรายหน่อยครับ,2020-08-18T01:09:58Z,21,0
Amtolo visit,"เล่าเรื่องผีทั้ง4ภาค(กลางเหนือใต้อิสาน)
ให้หน่อยคับ😍",2020-08-18T00:59:36Z,204,8
ωυT sυpдkエT x1,ของภาคตะวันออก กับภาคตะวันตกละครับ555,2022-03-10T10:36:02Z,1,
D E A R,เอาด้วยค่าาา,2021-06-07T01:02:35Z,1,
スニサ:ฝน,ภาคเหนือที่รู้น่าจะมหาวิทยาลัยจุฬาพรมั้งนะค่ะ💗แต่ก็ดันๆ555,2021-04-02T06:14:18Z,2,
theerachai raviwan,ดันๆ,2021-01-28T05:11:18Z,0,
ชาน ต้า,ดันๆ,2021-01-20T14:04:58Z,1,
XDDD :P,ดันนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนน,2020-11-25T08:06:07Z,2,
คิวเลอร์ เกมเมอร์ TV,ดันๆครับ,2020-10-13T02:18:23Z,5,
N,ดันๆๆครับ,2020-10-02T14:17:09Z,4,
เพชร ร.,เม้นที่25,2020-08-18T00:59:33Z,1,0
Natthaphong Phanthumawat,เม้นที่24ครับผม,2020-08-18T00:44:42Z,1,0
MrPoom,พี่นิกกี้ครับผมขอเรื่องเรือไททานิคหน่อยอยากดูพี่เล่า,2020-08-18T00:40:53Z,3,0
Pook Look รักหมา,แต่หนูอยู่ขอนแก่น,2020-08-18T00:31:43Z,238,37
noah (non)​,@BOOKKO BOOKKo มันมีทุกที่นี้นอหละ,2022-06-07T04:53:52Z,0,
noah (non)​,ผมเคยขับรถผ่านสพานนี้อยู่ เหผ็นขวดน้ำแดงวางเลียงห่างกันอย่างสวยเลย,2022-06-07T04:51:22Z,0,
ชนะโชค พันธ์โน,ผมก็อยู่,2022-04-30T10:02:34Z,0,
พยุงศักดิ์ ทิพวัฒน์,ผมอยู่ บ.ขนวน ต.กุดกว้าง อ.หนองเรือ จ.ขอนแก่น ลูกสาวก็อยู่ ม.ข,2022-01-13T02:05:56Z,0,
Sorayut Kingdonnok,@หยกไทย แสงฟ้า คือไรครับแท็กผม,2021-09-18T09:18:36Z,0,
หยกไทย แสงฟ้า,@Sorayut Kingdonnok ที่มีความสุขมาก,2021-09-18T08:52:39Z,0,
𝗯𝗲𝗮𝗺 𝗰𝗵𝗮𝗻𝗻𝗲𝗹,เหมือนกันคะ,2021-09-06T08:29:21Z,0,
วิทวัส รัตนนุกูล,หนูนี่ผีรึเปล่า,2021-08-24T21:48:11Z,0,
{ราชา  ปีศาจ}❤,เออเหมือนกันเลย,2021-08-13T15:10:36Z,1,
พลังงาน โสม,ผมอยู่ขอนแก่น,2021-07-30T07:31:32Z,0,
อะไร,@N ไม่ได้อ่านที่เค้าพิมพ์หรอ?,2021-07-15T16:27:30Z,0,
just one guy,@『𝕞𝕚𝕝𝕚𝕟』✿ 亗 เห้ยคือเราเเค่ไม่อยากให้มันไปถึงเรื่องส่วนตัวขนาดนั้นไงละก็เคลียร์กันจบละนะเเกอะจะยุ่งทำไม,2021-07-12T12:16:05Z,0,
『𝕞𝕚𝕝𝕚𝕟』✿ 亗,@just one guy เขาจะถามอ่ะแกจะไปยุ่งทำไม,2021-07-12T11:23:26Z,0,
ประมง วงค์เวียน,@19- นันทยศ ใจเย็น เอิ่ม..,2021-06-01T08:09:31Z,1,
19- นันทยศ ใจเย็น,@ประมง วงค์เวียน ค่ะไม่คะ,2021-06-01T06:38:18Z,1,
Sam Sunh,@N หน้าปกไม่ใช่นานโน๊ะหรอ55555,2021-05-23T14:40:31Z,1,
Kanokporn,เหมือนกัน,2021-04-29T07:39:17Z,2,
นัทธพงศ์ ไทยแท้,ใช่คัข,2021-03-31T09:33:50Z,2,
ชลทาน แซ่จอหอ,เป็ดกูรักมึง 😂,2021-03-19T03:12:04Z,2,
JJkop,Pookเป็นสาวขอนแก่น ยังบ่เคยมีแฟนบ้านอยู่แดนอีสาน~,2021-03-12T01:17:10Z,5,
ประมง วงค์เวียน,หนูอยู่ม.ขอนแก่น​คะ,2021-02-28T10:07:40Z,3,
PelumKung Chanel,เหมือนกัน555,2021-02-13T07:22:11Z,3,
BOOKKO BOOKKo,ระวังเจอผีนะคะ5555,2021-01-31T05:15:59Z,4,
Just Smile,ผมด้วย,2021-01-13T02:39:24Z,4,
ยูนา แซดด,@โฟน โฟน เหมือนกันน,2021-01-02T11:35:17Z,4,
Krisnut Mike,เราได้ไปเข้าค้ายที่นั้น,2020-12-20T05:08:43Z,5,
Dragon,ผมก็อยู่ขอนแก่น,2020-12-15T13:59:59Z,5,
ภิรัญญา 8ไทย,เหมือนกัน,2020-11-01T05:13:04Z,4,
just one guy,@N ?,2020-10-02T14:44:18Z,4,
N,@just one guy *ทำไมครับ,2020-10-02T14:13:38Z,3,
โฟน โฟน,อยู่ขอนเเก่น,2020-09-05T03:56:59Z,4,
โฟน โฟน,ใช่,2020-09-05T03:56:14Z,4,
Sorayut Kingdonnok,@just one guy เช่นกันครับ,2020-08-19T12:42:53Z,6,
Sorayut Kingdonnok,เรียนอยู่ไหนครับ,2020-08-19T10:06:40Z,17,
STEAMR TV,เม้นที่20,2020-08-18T00:28:13Z,2,0
ເບ້ນໄວລຸ່ນລາວ เบ้นวัยรุ่นลาว.,หลอนได้ใจจริงๆรับ.,2020-08-18T00:27:54Z,0,0
ฐิตารีห์ ทองเทียม,"ฉันที่อยูู่ม.5แล้วคิดว่าจะไปเรียนต่อที่ม.ขอนแก่น
//😅",2020-08-18T00:24:24Z,338,23
{ราชา  ปีศาจ}❤,@PZ CHฉันก็อยู่ขอนแก่นค่ะ ก็ไม่รู้จะทำไงดีค่ะ,2021-08-13T15:16:58Z,1,
arm nagorn,ขอให้สอบติดนะครับน้อง,2021-07-07T18:11:31Z,0,
CHEERup,ขอให้โชคดีค่า555,2021-06-08T08:37:15Z,1,
Kamonchanok Chanyaemsong,มีทุกมหาวิทยาลัยเลยค่ะ5555 ลองค้นดูนะคะ มีตำนานหมดเลย นี่ก็ว่าจะไปสอบ มช. มีเรื่องเล่าเยอะพอๆกับมข.เลยค่ะ✨🙏,2021-04-21T04:36:40Z,1,
Hsaknwbsnkw Ozmwkss,สิรอดบ่ละ555,2021-03-21T02:50:56Z,0,
nerd,@OSCARWANG +,2021-01-15T02:17:50Z,0,
KP Channel,เราเรียนมา 4 ปี ไม่เคยเจอนะ คงแล้วแต่คนมั้ง,2020-12-07T12:47:38Z,0,
Ok Ok,@Minnie_Channel เออ,2020-11-24T09:04:39Z,1,
ชม พู่,ขอให้รอดนะคะ55555,2020-11-21T23:42:08Z,1,
Hb Bn,ผมก็อยู่ขอนแก่น,2020-11-14T03:03:14Z,1,
สลิลทิพย์,นี่เองก็อยากต่อที่นี้เอิ่มม55,2020-10-30T07:16:47Z,0,
PZ CH,ผมอยู่จังหวัดขอนแก่นทำไงดี,2020-10-18T02:19:51Z,0,
Natthicha Chanel,อยู่แล้วป.5ก็ว่าจะไปแต่คิดหนักเลยค่ะแต่ก็เหลืออีกตั้ง20ปี,2020-10-13T05:04:59Z,0,
Bandit Pookduang,อย่าไปกลัวคับน้อง เลือดสีอิฐยินดีต้อนรับ 👍🏽,2020-10-06T11:00:10Z,1,
Mickey Phoseesom,มันมีทุกที่แหละค่ะ,2020-10-03T00:42:33Z,1,
THE KAN,Ytfyufy,2020-09-20T05:00:36Z,0,
ส้ม โอ,👁️👄👁️ชิหายแล้วไง,2020-08-29T07:11:33Z,4,
OSCARWANG,เหตุผลที่เราอยากไปมข.เพราะพี่พร้อม,2020-08-22T08:26:08Z,19,
อยากกิน ขี้ครับ,อ่าววกำ👁️👄👁️,2020-08-20T08:51:43Z,8,
Adouin Chanel,แก๋วขอนแก่นเหมือนกัน,2020-08-18T10:52:54Z,11,
Minnie_Channel,สิรอดบ่น้ออ,2020-08-18T10:46:13Z,17,
K P,สู้ๆค่ะ😆,2020-08-18T00:30:02Z,17,
Thanyaporn Rayayoy,กำลังจะไปเรียนพอดีเลย5555,2020-08-18T00:21:54Z,11,0
SiNG TlE9R,อย่าลืมเรื่องเทพผมนะพี่,2020-08-18T00:21:37Z,75,3
ชาน ต้า,ดันๆ,2021-01-20T14:06:09Z,0,
กิตติภพ คําเรืองศรี,ดันๆ,2020-08-31T14:26:34Z,1,
พีรวิชญ์ ชํานาญ,ดันๆๆๆ,2020-08-18T10:37:03Z,4,
